Question,Solution
"One kg of a diatomic gas is at a pressure of 8 × 104 N/m2. The density of the gas is 4 kg/m3. What is the energy of the gas due to its thermal motion?
A. 3 × 104 J
B. 5 × 104 J
C. 6 × 104 J
D. 7 × 104 J","The thermal energy or internal energy is 5/2 U RT for diatomic gases. (degree of freedom for diatomic gas = 5). But PV = RT. V = mass/density = 1kg/(4 kg/m3) = (¼)m3, P = 8 x 104 N/m2, U = (5/2) x 8 x 104 x ¼ = 5 x 104 J"
"A gaseous mixture consists of 16 g of helium and 16 g of oxygen. The ratio CP /CV of the mixture is
A. 1.4
B. 1.54
C. 1.59
D. 1.62","For 16g of helium, n1 = 16/4 = 4. For 16g of oxygen, n2 = 16/32 = ½. For a mixture of gases Cv =( n1Cv1 + n2Cv2)/(n1 + n2) where Cv = (f/2)R, Cp =( n1Cp1 + n2Cp2)/(n1 + n2) where Cp = ([f/2] + 1)R. For helium, f = 3 ,n1 = 4. For oxygen, f =5, n2 = ½. Cp/Cv=((4*(5/2)R)+(1/2*(7/2)R))/((4*(3/2)R)+(1/2*(5/2)R))=47/29=1.62"
"Cooking gas containers are kept in a lorry moving with uniform speed. The temperature of the gas molecules inside will
A. increase
B. decrease
C. remain the same
D. decrease for some, while the increase for others.",It is the relative velocities between molecules that are important. Root mean square velocities are different from lateral translation.
"At what temperature is the root mean square velocity of a hydrogen molecule equal to that of an oxygen molecule at 47°C?
A. 80 K
B. –73 K
C. 3 K
D. 20 K.","vrms=√(RT/M), √((273+47)/32)= √(T/2), T = 20 K"
"The temperature, at which the root mean square velocity of hydrogen molecules equals their escape velocity from the earth, is closest to [Boltzmann constant, kB = 1.38 × 10–23 J/K, Avogadro Number, NA = 6.02 × 1026/ kg, Radius of Earth: 6.4 × 106 m, Gravitational acceleration on Earth = 10 m s–2]
A. 104 K
B. 800 K
C. 650 K
D. 3 × 105 K","The escape speed of the molecule, ve=√(2gR), Root mean square velocity, vrms=√(3(kBN)T)/m), So for ve = vrms ⇒ 2gR = 3(kBN)T/m, T = 2gRm/3kBN = (2 x 10 x 6.4 x 106 x 2 x 10-3)/(3 x1.38 x 10-23 x 6.02 x 1023) = 104 K"
"Which of the following shows the correct relationship between the pressure ‘P’ and density of an ideal gas at constant temperature?
","Ideal gas equation, PV = nRT. As the temperature is constant. PV = constant. P(m/ρ) = constant. P ∝ ρ (for given m)"
"The value closest to the thermal velocity of a Helium atom at room temperature (300 K) in m s–1 is [kB = 1.4 × 10–23 J/K; mHe = 7 × 10–27 kg]
A. 1.3 × 103
B. 1.3 × 105
C. 1.3 × 102
D. 1.3 × 104","(3/2)kBT = ½mv2, v=√(3kBT/m)=√(3*1.4*10^-23*300)/(7*10^-27)= 1.3 x103 ms-1"
"An ideal gas has molecules with 5 degrees of freedom. The ratio of specific heats at constant pressure (CP) and at constant volume (CV) is
A. 6
B. 7/2
C. 5/2
D. 7/5","An ideal gas has molecules with 5 degrees of freedom, then Cv = (5/2)R and Cp = (7/2)R, Cp/Cv = (7/2)R/(5/2)R, Cp/Cv = 7/5"
"N moles of a diatomic gas in a cylinder is at a temperature T. Heat is supplied to the cylinder such that the temperature remains constant but n moles of the diatomic gas get converted into monoatomic gas. What is the change in the total kinetic energy of the gas?
A. 0
B. (5/2)nRT
C. (½)nRT
D. (3/2)nRT","Initial kinetic energy of the system Ki = (5/2)RTN, Final kinetic energy of the system Kf = (5/2)RT(N-n) + (3/2)RT(2n), Kf – Ki =ΔK = nRT(3 – 5/2) = (½)nRT"
"A piece of wood of mass 0.03 kg is dropped from the top of a 100 m height building. At the same time, a bullet of mass 0.02 Kg is fired vertically upward, with a velocity 100 m/s, from the ground. The bullet gets embedded in the wood. Then the maximum height to which the combined system reaches above the top of the building before falling below is (g = 10 m/s)
A. 10 m
B. 30 m
C. 20 m
D. 40 m","Suppose both collide at the point P after time t. Time taken for the particles to collide, t = d/vrel  = 100/100 = 1s. Speed of wood just before collision =gt = 10m/s. Speed of bullet just before collision v -gt = 100 -10 = 90 m/s. Before 0.03 kg ↓ 10 m/s, 0.02 kg ↑ 90 m/s. After ↑ v, 0.05 kg. Now, the conservation of linear momentum just before and after the collision -(0.03)(10) + (0.02)(90) = (0.05)v ⇒ v = 30 m/s. The maximum height reached by the body a = v2/2g = (30)2/2(10) = 45 m. (100 -h) = ½ gt2 = ½ x 10 x1 ⇒h = 95 m. Height above tower = 40 m. Answer: (d) 40 m"
"A passenger train of length 60 m travels at a speed of 80 km/hr. Another freight train of length 120 m travels at a speed of 30 km/hr. The ratio of times taken by the passenger train to completely cross the freight train when: (i) they are moving in the same direction, and (ii) in the opposite direction, is
A. (a) 25/11
B. (b) 3/2
C. (c) 5/2
D. (d) 11/5","The total distance to be travelled by train is 60 + 120 = 180 m. When the trains are moving in the same direction, the relative velocity is v1 – v2 = 80 – 30 = 50 km hr–1. So time taken to cross each other, t1 = 180/(50 x 103/3600) = [(18 x 18)/25] s. When the trains are moving in opposite direction, relative velocity is |v1 – (–v2 )| = 80 + 30 = 110 km hr–1. So time taken to cross each other t2= 180/(110 x 103/3600) = [(18 x 36)/110] s. t1/t2= [(18 x 18)/25] / [(18 x 36)/110] = 11/5. Answers: (d) 11/5"
"A particle has an initial velocity \(\begin{array}{l}3{\hat{i}}+4{\hat{j}}\end{array} \) and an acceleration of \(\begin{array}{l}0.4{\hat{i}}+0.3{\hat{j}}\end{array} \). Its speed after 10 seconds is
A. 7 units
B. 8.5 units
C. 10 units
D. 7√2 units",v = u + at v = 3i + 4j + (0.4 i + 0.3 j) x 10 = 3i + 4j + 4i + 3i v = 7i + 7j \(\begin{array}{l}\left | \vec{v} \right |= \sqrt{7^{2}+7^{2}}\end{array} \) Answer: (d) 7√2 units
"An automobile travelling at 40 km/h can be stopped at a distance of 40 m by applying brakes. If the same automobile is travelling at 80 km/h, the minimum stopping distance, in metres, is (assume no skidding)
A. (a) 100 m
B. (b) 75 m
C. (c) 160 m
D. (d) 150 m","Using v2 = u2 – 2as, 0 = u2 – 2as, S = u2 /2a, S1/S2 = u12/u22, S2 = (u12/u22)S1 = (2)2(40) = 160 m. Answer: (c)160 m"
"A body is thrown vertically upwards. Which one of the following graphs correctly represents the velocity vs time?
","Velocity at any time t is given by v = u + at, v = v(0) + (-gt), v = -gt, Straight line with negative slope. Answer: (1) is the correct answer."
"All the graphs below are intended to represent the same motion. One of them does it incorrectly. Pick it up.
","In this question option (2) and (4) are the corresponding position-time graph and velocity – position graph of the option (3) and its distance-time graph is given as Hence, the answer is given as (1). Answer: (1)"
"A parachutist after bailing out falls 50 m without friction. When the parachute opens, it decelerates at 2 m/s2. He reaches the ground with a speed of 3 m/s. At what height, did he bailout?
A. (a) 293 m
B. (b) 111 m
C. (c) 91 m
D. (d) 182 m","Initially, the parachutist falls under gravity u 2 = 2ah = 2 × 9.8 × 50 = 980 m2s –2. He reaches the ground with speed = 3 m/s, a = –2 m s–2 ⇒ (3)2 = u 2 – 2 × 2 × h1, 9 = 980 – 4 h1, h1 = 971/4, h1 = 242.75 m, Total height = 50 + 242.75 = 292.75 = 293 m."
"A car, starting from rest, accelerates at the rate f through a distance s, then continues at a constant speed for time t and then decelerates at the rate f/2 to come to rest. If the total distance traversed in 15 s, then
A. (a) s= ½ft2
B. (b) s= (¼)ft2
C. (c) s = ft
D. (d) s= (1/72)ft2","For the first part of the journey, s = s1, s1 = ½ ft12………………………(1), v = f t1 …………………………(2). For second part of journey, s2 = vt or s2 = f t1 t ……………(3). For the third part of the journey, s3 = ½(f/2)(2t1)2= ½ x ft12, s3 = 2s1 = 2s ………………….(4), s1 + s2 + s3 =15s, Or s + ft1t + 2s = 15s, ft1t = 12 s, From (1) and (5) we get, (s/12 s )= ft12/(2 x ft1t), Or t1 = t/6, Or s= ½ ft12, s= ½ f(t/6)2, s= ft2/72. Answer: (d) s= (1/72)ft2"
"An automobile travelling with a speed of 60 km/h, can brake to stop within a distance of 20 m. If the car is going twice as fast, i.e., 120 km/h, the stopping distance will be
A. (a) 20 m
B. (b) 40 m
C. (c) 60 m
D. (d) 80 m","Let a be the retardation for both the vehicles. For automobile, v 2 = u 2 – 2as, u1 2 – 2as1 = 0, u1 2 = 2as1. Similarly for car, u2 2 = 2as2, (u2/u1)2 = s2/s1 = (120/60)2 = s2/20, S2 = 80 m. Answer: (d) 80 m"
"A ball is released from the top of a tower of height h metre. It takes T second to reach the ground. What is the position of the ball in T/3 second?
A. (a) (h/9)metre from the ground
B. (b) (7h/9) metre from the ground
C. (c) (8h/9) metre from the ground
D. (d) (17h/18) metre from the ground","Equation of motion s= ut + gt2, h = 0 + ½ gT2, Or 2h = gT2………(1), After T/3 sec, s = 0 +½ x g(T/3)2= gT2/18, 18 s = gT2 …………(2), From (1) and (2), 18 s = 2h, S = (h/9) m from top. Height from ground = h – h/9 = (8h/9) m. Answer: (c) (8h/9) metre from the ground"
"Which of the following statements is false for a particle moving in a circle with a constant angular speed?
A. (a) The velocity vector is tangent to the circle
B. (b) The acceleration vector is tangent to the circle
C. (c) The acceleration vector points to the centre of the circle
D. (d) The velocity and acceleration vectors are perpendicular to each other",Answer: (b) The acceleration vector acts along the radius of the circle. The given statement is false.
"From a building, two balls A and B are thrown such that A is thrown upwards and B downwards (both vertically). If vA and vB are their respective velocities on reaching the ground, then
A. (a) vB > vA
B. (b) vA = vB
C. (c) vA > vB
D. (d) their velocities depend on their masses","Ball A projected upwards with velocity u, falls back with velocity u downwards. It completes its journey to the ground under gravity. vA 2 = u2 + 2gh …(1), Ball B starts with downwards velocity u and reaches ground after travelling a vertical distance h vB 2 = u2 + 2gh …(2), From (1) and (2), vA = vB. Answer: (b) vA = vB"
"If a body loses half of its velocity on penetrating 3 cm in a wooden block, then how much will it penetrate more before coming to rest?
A. (a) 1 cm
B. (b) 2 cm
C. (c) 3 cm
D. (d) 4 cm","For first part of penetration, by equation of motion, (u/2)2 = u2 -2a(3), 3u2 = 24a ⇒ u2 = 8a …(1). For latter part of penetration, 0= (u/2)2 -2ax, or u2 = 8ax……………(2). From (1) and (2), 8ax = 8a x = 1 cm. Answer: (a) 1 cm"
"A car is standing 200 m behind a bus, which is also at rest. The two start moving at the same instant but with different forward accelerations. The bus has acceleration 2m/s2 and the car has acceleration 4m/s2. The car will catch up with the bus after a time of
A. (a) 120 s
B. (b) 15 s
C. \(\begin{array}{l}(c) 2\sqrt{2} s\end{array} \)
D. (d) 110 s","Acceleration of car, aC = 4 m s–2. Acceleration of bus, aB = 2 m s–2. Initial separation between the bus and car, sCB = 200 m. Acceleration of car with respect to bus, aCB = aC – aB = 2 m s–2. Initial velocity uCB = 0, t =? As, sCB = uCB × t + 1 /2 aCB t2, 200 = 0 × t + ½× 2 × t2, i.e., t2 = 200, \(\begin{array}{l}t = 2\sqrt{2}\end{array} \), Answer: \(\begin{array}{l}(c) 2\sqrt{2}s\end{array} \)"
"From a tower of height H, a particle is thrown vertically upwards with a speed u. The time taken by the particle, to hit the ground is n times that taken by it to reach the highest point of its path. The relation between H, u and n is
A. (a) gH = (n – 2)u2
B. (b) 2gH = n 2u2
C. (c) gH = (n – 2)2u2
D. (d) 2gH = nu2(n – 2)","Time taken by the particle to reach the topmost point is, t =u/g … (1). Time taken by the particle to reach the ground = nt. Using, s = ut + ½ at2, -H = u(nt) – ½ g(nt)2, -H = u x n (u/g) = ½ g2(u/g)2  [using (1)], ⇒-2gH = 2nu2 – n2u2, ⇒ 2gH = nu2(n -2). Answer: (d) 2gH = nu2(n – 2)"
"For a tower of height H, a particle is thrown vertically upwards with a speed u. The time taken by the particle to hit the ground is n times that taken by it to reach the highest point of its path. The relation between H,u and n is
A. 2gH = nu2 (n-2)
B. gH = (n-2)u2
C. 2gH = n2u2
D. gH = (n – 2)2u2","Time to reach highest point = t = u/g. Time to reach ground = nt. S = ut + ½ at2, -H = u(nt) – ½ g (nt)2, 2gH = nu2 (n-2). Answer: (a) 2gH = nu2 (n-2)"
"A river is flowing from west to east at a speed of 5 metres per minute. A man on the south bank of the river, capable of swimming at 10 metres per minute in still water, wants to swim across the river in the shortest time. He should swim in a direction.
A. due north
B. 30° east of north
C. 30° west of north
D. 60° east of north","Let the time taken to cross the river be t. t = d/Vs Cosθ. For the time t to be minimum, cosθ should be maximum. θ should be 0. Therefore swimmer should swim due north. Answer: (1) due north"
"A particle P is sliding down a frictionless hemispherical bowl. It passes point A at t = 0. At this instant of time, the horizontal component of its velocity is v. A bead Q of the same mass as P is ejected from A at t = 0 along the horizontal string AB, with speed v. Friction between the bead and the string may be neglected. Let tp and tq be the respective times taken by P and Q to reach point B.
A. tp ＜ tQ
B. tp ＞ tQ
C. tp = tQ
D. tp/ tQ = (length of arc ABC/ length of chord AB)","Horizontal displacements of the particle (P) and bead (Q) are equal. Bead Q moves along AB with a constant velocity v. For particle P, motion between AC will be under acceleration while between CB will be under retardation. The horizontal component of its velocity may be greater than or equal to v. It will not be less than v. Obviously, tP < tQ. Answer (1) tP < tQ."
"A train is moving along a straight line with a constant acceleration ‘a’. A girl standing in the train throws a ball forward with a speed of 10 m/s, at an angle of 600 to the horizontal. The girl has to move forward by 1.15 m inside the train to catch the ball back at the initial height. The acceleration of the train, in m/s2, is
",R = ½ at2 + 1.15. u2sin 2θ/g = ½ a (2usin θ/g)2 + 1.15. (100 x √3/2)/10 = ½ a (4x 100x 3/4)/100 +1.15. 5√3 = 3a/2 + 1.15. 2x 5√3=3a+2.30. 10√3=3a+2.30. 10√3-2.30=3a. 10 x 1.73 – 2.3 = 3a. 17.3 – 2.3 = 3a. 15/3 = a. a = 5m/s2
"A rocket is moving in a gravity-free space with a constant acceleration of 2 ms-2 along positive x-direction (see figure). The length of a chamber inside the rocket is 4m. A ball is thrown from the left end of the chamber in positive x-direction with a speed of 0.3 m/s relative to the rocket. At the same time, another ball is thrown in negative x-direction with a speed of 0.2 ms-1 from its right end relative to the rocket. The time in seconds when the two balls hit each other is
","The rocket moves in the direction of the left ball. For the ball thrown from the left end u1=0.3 m/s. Therefore the relative acceleration a1 = -2m/s2. Let us consider S1=x and t1= t. Since, S1 = u1t1 + ½ a1t12. Therefore x = 0.3t – (½)x 2t2. x = 0.3t – t2 ——–(1). For the ball thrown from the right end u2=0.2 m/s. Therefore the relative acceleration a2 = 2m/s2. Let us consider S2=4-x and t2= t. Since, S2 = u2t2 + ½ a2t22. Therefore 4-x = 0.2t – ½ 2t2 ——–(2). Substituting the value of x from equa (1) in equa (2) we get. 4 – (0.3t – t2) = 0.2t +t2. 4 – 0.3t+t2 = 0.2t+t2. 4 = 0.5t. t = 4/0.5 = 8 sec"
"A boat which has a speed of 5 km/hr in still water crosses a river of width 1km along the shortest possible path in 15 minutes. The velocity of the river in the shortest time. The velocity of river water in km/hr is
A. 1
B. 3
C. 4
D. √(41)","Time t = 15 min = 15/60 = ¼ hour. Velocity = distance /time. Vbcosθ= 1/(¼) =4km/h. 5cosθ=4km/h. cosθ= ⅘. Sinθ = ⅗. Consider the triangle of velocity ABC,. Vr/Vb = ⅗. Vr/5 = ⅗. Or Vr = 3km/h. Answer: (2) 3 km/h"
